1449894100 0
1449894700 0
1449895300 0
1449895900 0
1449896500 0
1449897100 0
1449897700 0
1449898300 0
1449898900 0
1449899500 0
1449900100 0
1449900700 0
1449901300 0
1449901900 0
1449902500 0
1449903100 0
1449903700 0
1449904300 0
1449904900 0
1449905500 0
1449906100 0
1449906700 0
1449907300 0
1449907900 0
1449908500 0
1449909100 0
1449909700 0
1449910300 0
1449910900 0
1449911500 0
1449912100 0
1449912700 0
1449913300 0
1449913900 0
1449914500 0
1449915100 0
1449915700 0
1449916300 0
1449916900 0
1449917500 0
1449918100 0
1449918700 0
1449919300 0
1449919900 0
1449920500 0
1449921100 0
1449921700 0
1449922300 0
1449922900 0
1449923500 0
1449924100 0
1449924700 2000
1449925300 4000
1449925900 6000
1449926500 8000
1449927100 10000
1449927700 12000
1449928300 14000
1449928900 16000
1449929500 18000
1449930100 20000
1449930700 22000
1449931300 24000
1449931900 26000
1449932500 28000
1449933100 30000
1449933700 32000
1449934300 34000
1449934900 36000
1449935500 0
1449936100 0
1449936700 0
1449937300 0
1449937900 0
1449938500 0
1449939100 0
1449939700 0
1449940300 0
1449940900 0
1449941500 0
1449942100 0
1449942700 0
1449943300 0
1449943900 0
1449944500 0
1449945100 0
1449945700 0
1449946300 0
1449946900 0
1449947500 0
1449948100 0
1449948700 0
1449949300 0
1449949900 0
1449950500 0
1449951100 0
1449951700 0
1449952300 0
1449952900 0
1449953500 0
1449954100 0
1449954700 0
1449955300 0
1449955900 0
1449956500 0
1449957100 0
1449957700 0
1449958300 0
1449958900 0
1449959500 0
1449960100 0
1449960700 0
1449961300 0
1449961900 0
1449962500 0
1449963100 0
1449963700 0
1449964300 0
1449964900 0
1449965500 0
1449966100 0
1449966700 0
1449967300 0
1449967900 0
1449968500 0
1449969100 0
1449969700 0
1449970300 0
1449970900 0
1449971500 0
1449972100 0
1449972700 0
1449973300 0
1449973900 0
1449974500 0
1449975100 0
1449975700 0
1449976300 0
1449976900 0
1449977500 0
1449978100 0
1449978700 0
1449979300 0
1449979900 0
